MODEL_NAME,NUM_EPOCHS,N,F,NUM_TRAJ,TRAJ_LENGTH,ACTIVATION,HIDDEN_SIZE,BETA,TRAIN_LOSS,TRAIN_AVERAGE_EUCLIDEAN_DISTANCE,VAL_LOSS,VAL_AVERAGE_EUCLIDEAN_DISTANCE,TEST_LOSS,TEST_AVERAGE_EUCLIDEAN_DISTANCE,Lyapunov,MINS_SV,MIN_GRADS_SV
"2026-08-22T01-46-50_Softplus(beta=1.0, threshold=20.0)_64_42",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",64,1,5.9e-06,0.0065627,4.44e-05,0.0171029,3.51e-05,0.0142635,"[ 1.59232523e+00  4.22970144e-01 -1.15832725e-03 -4.62112035e-01
 -9.62220162e-01 -1.55658492e+00 -2.47692423e+00 -4.70135037e+00]","[1.03492793 1.00512881 0.993422   0.9792808  0.9681355  0.9452112
 0.92537952 0.88838609]","[-0.31110851 -0.35873653 -0.34408706 -0.33006828 -0.30493075 -0.36006787
 -0.31861397 -0.17575083]"
"2026-08-22T01-46-50_Softplus(beta=1.0, threshold=20.0)_64_43",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",64,1,6.7e-06,0.0070085,4.2e-05,0.0167836,3.85e-05,0.0148623,"[ 1.60557371e+00  4.02364354e-01 -4.10072627e-03 -4.76739996e-01
 -1.05400288e+00 -1.52389971e+00 -2.57590410e+00 -4.69907772e+00]","[1.03420763 1.00420479 0.99272092 0.97971475 0.96880387 0.94647335
 0.92559796 0.88679398]","[-0.32370845 -0.365608   -0.32344576 -0.32092719 -0.30968106 -0.29226559
 -0.27669398 -0.18999086]"
"2026-08-22T01-46-50_Softplus(beta=1.0, threshold=20.0)_64_44",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",64,1,6.1e-06,0.006688,2.82e-05,0.0135929,4.14e-05,0.015451,"[ 1.58268126  0.37024862  0.00787275 -0.4675166  -0.98224283 -1.50453392
 -2.45666842 -4.83184419]","[1.03325646 1.00507954 0.99289844 0.98050822 0.96857919 0.94378885
 0.92502943 0.88655726]","[-0.29892655 -0.37723835 -0.37467714 -0.34620145 -0.32580941 -0.33444708
 -0.30482788 -0.16875645]"
"2026-08-22T01-46-50_Softplus(beta=1.0, threshold=20.0)_64_45",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",64,1,6.3e-06,0.0067917,2.49e-05,0.0132381,2.69e-05,0.0139403,"[ 1.61768533e+00  4.29988759e-01 -2.73677338e-03 -4.48165969e-01
 -1.02865993e+00 -1.63117737e+00 -2.59423890e+00 -4.67299558e+00]","[1.03396986 1.00440967 0.99286021 0.97993909 0.96800806 0.94468654
 0.92313235 0.88555365]","[-0.30521793 -0.37879098 -0.35273017 -0.33758033 -0.3204639  -0.30664168
 -0.26337066 -0.19266221]"
"2026-08-22T01-46-50_Softplus(beta=1.0, threshold=20.0)_64_46",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",64,1,5.5e-06,0.0063377,2.91e-05,0.0141784,3.2e-05,0.0139943,"[ 1.61567749  0.39855432  0.006505   -0.46606455 -1.00204574 -1.50806904
 -2.57095628 -4.78719641]","[1.03349446 1.00617834 0.99244579 0.97985322 0.969088   0.94421899
 0.92403169 0.88280118]","[-0.3286871  -0.37145451 -0.3684199  -0.35676683 -0.33999246 -0.35722648
 -0.30979212 -0.21949051]"
"2026-08-22T01-46-50_Softplus(beta=1.0, threshold=20.0)_64_47",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",64,1,8e-06,0.0076622,2.86e-05,0.013706,4.02e-05,0.0150859,"[ 1.58101299e+00  4.16427281e-01  2.32666043e-03 -4.71540112e-01
 -1.03271930e+00 -1.62516758e+00 -2.54676208e+00 -4.73126647e+00]","[1.03402915 1.00538774 0.99358102 0.97970796 0.96944641 0.94533733
 0.92360764 0.88509856]","[-0.29428319 -0.36599632 -0.3714453  -0.34831714 -0.32422238 -0.33426184
 -0.30300839 -0.18153853]"
"2026-08-22T01-46-50_Softplus(beta=1.0, threshold=20.0)_64_49",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",64,1,6.3e-06,0.0067325,3.05e-05,0.0142885,3.77e-05,0.015429,"[ 1.58914142e+00  4.03033288e-01  4.74924539e-03 -4.21765513e-01
 -9.59100887e-01 -1.52262412e+00 -2.52025209e+00 -4.84108696e+00]","[1.03582257 1.00292012 0.99295139 0.97981337 0.96855523 0.94599753
 0.92496403 0.88512518]","[-0.30663245 -0.37873773 -0.34570437 -0.32918086 -0.32137766 -0.35964279
 -0.33221331 -0.1815383 ]"
"2026-08-22T01-46-50_Softplus(beta=1.0, threshold=20.0)_64_50",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",64,1,4.9e-06,0.0059864,3.02e-05,0.0139681,2.09e-05,0.0116237,"[ 1.60940702  0.36640618  0.0079084  -0.47929506 -1.01824736 -1.5773857
 -2.53495024 -4.734173  ]","[1.0346008  1.00472827 0.99350186 0.98001282 0.96871073 0.94472218
 0.9233537  0.88400572]","[-0.32904173 -0.36798288 -0.3778352  -0.35562485 -0.33826902 -0.32098741
 -0.30401348 -0.20384772]"
2026-08-22T05-43-37_Tanh()_24_1,200,8,8,200,5,Tanh(),24,1,0.0006276,0.0663592,0.0011482,0.0882547,0.0011828,0.090489,"[  -2.3081601    -3.71014123   -4.02478343  -13.53579582  -25.72924431
  -43.32677402  -63.62226556 -105.9257835 ]","[1.03973032 0.85503102 0.77906576 0.62989578 0.52336716 0.42672572
 0.30413872 0.20570415]","[-44.671781   -28.44187746 -21.48515166 -20.42859881 -16.46541838
 -21.27214695 -17.60060079 -11.23488084]"
2026-08-22T05-43-37_Tanh()_24_2,200,8,8,200,5,Tanh(),24,1,0.0012057,0.0923678,0.0015687,0.1036633,0.0013636,0.0977896,"[  -9.28950483  -31.53146406  -32.75948414  -43.4567268   -44.94239704
 -128.80792356 -133.25622313 -169.01559625]","[1.97369461 1.2473303  0.99378128 0.75199494 0.44091013 0.28431507
 0.10429967 0.01820137]","[-26.59585292 -18.5488215  -13.24372972 -11.5503508   -8.19771538
  -8.91531437  -9.88155932  -7.12057365]"
2026-08-22T05-43-37_Tanh()_24_3,200,8,8,200,5,Tanh(),24,1,0.000922,0.0806301,0.0015031,0.103474,0.0012809,0.0925443,"[  -1.28374612   -1.49859733  -21.38419578  -23.67803146  -40.10970307
  -64.06534319 -125.35644439 -226.9911836 ]","[1.44551002 0.98284632 0.80312834 0.64947273 0.43201553 0.1665205
 0.0443088  0.00478539]","[-133.3314669   -56.4555775   -28.63124253  -22.42309576  -30.7334927
  -35.07645125  -23.2019593   -22.73207779]"
2026-08-22T05-43-37_Tanh()_24_4,200,8,8,200,5,Tanh(),24,1,0.0005356,0.0622134,0.0012394,0.0873285,0.0009541,0.0815154,"[ 1.37932495  0.39965913  0.01257428 -0.29570881 -0.93482765 -1.64973467
 -2.4189515  -4.33394924]","[1.03012735 1.00386306 0.99110956 0.97685068 0.95809404 0.93578816
 0.91378654 0.87241956]","[-0.38439799 -0.54510009 -0.57845228 -0.48058985 -0.54801503 -0.46308852
 -0.3978431  -0.43073245]"
2026-08-22T05-43-37_Tanh()_24_5,200,8,8,200,5,Tanh(),24,1,0.0008139,0.0752705,0.002151,0.1148178,0.0016795,0.1060283,"[ -10.0657987   -21.2026449   -42.14321813  -66.36248326 -105.06950284
 -130.50646768 -130.50970315 -142.59331026]","[1.08604033 0.89448421 0.67469706 0.54633797 0.40834977 0.31170782
 0.16249702 0.04575535]","[-7.29935991 -7.94281263 -7.83381873 -6.3949048  -4.47536732 -4.50127211
 -4.63796721 -2.86892497]"
2026-08-22T05-43-37_Tanh()_24_6,200,8,8,200,5,Tanh(),24,1,0.0003783,0.052219,0.0006051,0.0651696,0.0004473,0.0564551,"[ 1.49742620e+00  4.33600084e-01 -1.47691999e-04 -3.22632405e-01
 -9.01966027e-01 -1.56341136e+00 -2.43231259e+00 -4.85219116e+00]","[1.03287099 1.00620905 0.99070949 0.97602937 0.95925654 0.93885429
 0.91054451 0.86517793]","[-0.47176471 -0.65285503 -0.59613055 -0.59734543 -0.49919097 -0.49388481
 -0.43211853 -0.4103259 ]"
2026-08-22T05-43-37_Tanh()_24_7,200,8,8,200,5,Tanh(),24,1,0.0012416,0.0935747,0.0019317,0.1097759,0.0021796,0.1251265,"[   8.79396399    0.83352266   -6.06768237  -14.25200168  -25.88898022
  -42.23610397  -60.64535858 -106.21308375]","[1.00848275e+00 6.18554227e-01 4.95158692e-01 3.77166974e-01
 2.87237922e-01 1.39709370e-01 4.31106303e-02 7.20714217e-05]","[-96.71996243 -87.58803738 -85.67150903 -75.69054439 -63.15981526
 -49.18103681 -45.66635004 -48.64157855]"
